id,name,description,alcohol,glass_id,technique_id,image
435,クラシック,マラスキーノリキュールとブランデーが合わさった芳醇な香りで、酸味を感じる濃厚な味わい。,度数 約 24 %,1,1,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_classic_01.jpg
436,フライング,マラスキーノリキュールのすっきりとした香りが漂い、甘酸っぱい味わい。,,1,1,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_flying_01.jpg
437,ヴィト・コリンズ,ほのかにマラスキーノの香りと苦味を感じ、酸味があってさっぱりとした味わい。,度数 普通 (9度〜24度),4,3,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_vito_collins_01.jpg
438,ホワイト・ローズ,口当たりが良く、香りが華やかで、ふくよかなのど越し。,,1,1,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_white_rose_01-2.jpg
439,オールド・クロック,マラスキーノリキュールのすっきりとした香りと味わいを感じる、甘いカクテル。ブルーキュラソーによる青色が綺麗な色合い。甘いがアルコール度数は高い。,,1,2,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_old_clock_01.jpg
440,マラスキーノ・イージーミックス,マラスキーノリキュールの香りと甘みにトニックウォーターの苦味が加わった味わい。,度数 弱い (8度以下),4,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_maraschino_easy_mix_01.jpg
441,アレン,マラスキーノの香りと風味を感じ、甘くてキリッとして、すっきりとした後味で口当たりが良いカクテル。,度数 約 30 %,1,1,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_allen_01.jpg
442,コンカ・ドロ,名前はイタリア語で「黄金の谷」の意味。アルコール度数は高いが、マラスキーノの香りが漂い、甘みを感じるフルーティな味わい。1955年にオランダのアムステルダムで開催されたカクテルコンクールで優勝。,度数 強い (25度以上),1,1,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_conca_doro_01.jpg
443,マラスキーノ＆クランベリー,マラスキーノのすっきりとした香りが漂い、クランベリーの甘酸っぱさとマラスキーノの甘みと苦味を感じる、さっぱりとした甘みのカクテル。,度数 弱い (8度以下),0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_maraschino_cranberry_01.jpg
444,グリーン・ピース,ノスタルジーな味わいのカクテル。アルコールもほぼ感じず、スイーツ感覚。,度数 約 12.9 %,1,1,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_green_peace_01.jpg?v=2
445,ミドリ・イリュージョン,オーストラリアで、「ミドリ」がブレイクするきっかけとなった「ミドリ・イリュージョン」。メロンとパイナップルのフレーバーが絶妙なマッチングのファンドリンク。程良い酸味を感じる。,度数 約 5 %,0,1,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_midori_illusion_01.jpg
446,ミドリ・スプライス,トロピカルな味わい。,度数 普通 (9度〜24度),0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_midori_splice_01.jpg?v=2
447,ミドリ・スプライト,甘口でジュース感覚で飲め、非常に飲みやすいカクテル。,度数 約 5 %,4,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_midori_sprite_01.jpg
448,グリーン・カルピス,メロンの甘みとカルピスの甘みで非常に飲みやすい。メロンソーダを思わせるような味わい。,度数 弱い (8度以下),4,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_green_calpis_01.jpg
449,メロン・ボール,メロンの甘い香りとやさしい口当たりでフルーティ。優しい味わいで、甘くて色の美しいカクテル。,度数 普通 (9度〜24度),0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_melon_ball_01_01.jpg?v=2
450,メロン・ボール,メロンの甘い香りとやさしい口当たり。優しい味わいで、甘くて色の美しいカクテル。,度数 普通 (9度〜24度),0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_melon_ball-02_01.jpg
451,メロン・ボール,メロンの甘い香りとやさしい口当たり。,度数 普通 (9度〜24度),0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_melon_ball_03_01.jpg
452,ミドリ・スプモーニ,グレープフルーツの程よい酸味を感じ、フルーティでさっぱりした味わい。カンパリで作る「スプモーニ」のベースを、ミドリに代えたカクテル。,度数 弱い (8度以下),4,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_midori_spumoni_01.jpg
453,ミドリ・オレンジ・マティーニ,ソフト・マティーニ・スタイルで、程良い酸味を感じ、甘くフルーティな味わい。お酒に慣れていない人でも飲みやすい。５月15日のバースデーカクテル。カクテル言葉は「慈愛に満ちた華麗な人」。,度数 約 5 %,1,1,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_midori_orange_martini_01.jpg
454,ニンジャ・タートル,忍者をモチーフにした亀のヒーローで1990年に公開されたアニメ「ミュータント・タートルズ」の色合いを表したカクテル。甘口でトロピカルな味わい。,度数 約 11 %,2,1,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_ninja_turtle-02_01.jpg
455,ミドリ・ジンジャー,喉越しさっぱりで、甘酸っぱくて爽やかな印象を受けるカクテル。,度数 弱い (8度以下),4,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_midori_ginger_01.jpg
456,フランボワーズ・グレープフルーツ,フルーティなカクテル。キイチゴのやさしい甘酸っぱさがグレープフルーツジュースの酸味にマッチ。,度数 普通 (9度〜24度),0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_framboise_grapefruit_01.jpg
457,カルーア・ベリー,「カルーア・ミルク」に、木いちごのリキュールのクレーム・ド・フランボワーズを加えたもの。さらに甘酸っぱさが加わり、甘さの中にもさっぱりとして酸味がある味わい。,度数 約 5 %,0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_kahlua_berry_01.jpg
458,フランボワーズ・ミルク,フランボワーズの酸味とコクが強さがミルクとマッチ。,度数 普通 (9度〜24度),0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_framboise_milk_01.jpg
459,フランボワーズ・リッキー,フランボワーズの落ち着いた香り。,度数 弱い (8度以下),0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_framboise_ricky_01.jpg
460,夢一夜,フルーティで飲みやすく、アルコールをあまり感じる事無くするする飲めるカクテル。しっかりと甘味を感じられる。賞味期限が15分に設定されたカクテル。中村健二氏の創作。,度数 約 18 %,1,1,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_yumehitoyo_01.jpg?v=2
461,フランボワーズ・ピーチ・カルピス,とても甘口で飲みやすく、アルコールを感じさせない。,,12,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_framboise_peach_calpis_01.jpg
462,フランボワーズ・フィズ,甘さを少し抑えて、スッキリとした味わい。,度数 約 3 %,4,3,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_framboise_fizz_01.jpg
463,フランボワーズ・ライチ・トニック,ラズベリーとライチの酸味が合わさったフルーティな味わい。,度数 普通 (9度〜24度),5,3,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_framboise_lychee_tonic_01.jpg
464,ピュア・ラブ,甘酸っぱい味わいのカクテル。上田和男氏の創作。1980年 A.N.B.A. カクテル コンペティション 全国大会 初出場で初優勝を受賞。,,4,3,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_pure_love_01.jpg
465,フランボワーズ・トニック,トニックウォーターの苦味により、フランボワーズリキュールの甘みが抑えられ、仄かな甘味と苦味でさっぱりとした味わい。,度数 弱い (8度以下),4,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_framboise_tonic_01.jpg
466,ソコ・ライムショット,乾杯の際の一杯として人気のカクテル。フルーティで陽気な味わい。,度数 普通 (9度〜24度),10,1,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_soco_lime_shot_01.jpg
467,ダブル・レインボー,色々なフルーツと合わせたレシピで、酸味が適度に効きつつ、コクもあってバランスのいい味わい。,度数 約 18.7 %,1,1,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_double_rainbow_01.jpg
468,スカーレット・オハラ,アメリカ映画、「風と共に去りぬ」のヒロインであるスカーレットオハラをイメージしたカクテル。やや甘口ながら、フルーツの酸味でスッキリとした味わい。,度数 約 15 %,1,1,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_scarlett_ohara_01.jpg
469,シシリアン・キッス,甘くて濃厚な風味で、食後酒にピッタリ。,度数 約 28 %,2,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_sicilian_kiss_01.jpg
470,ソコ・オレンジ,フルーティでマイルドな味わい。,度数 弱い (8度以下),0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_soco_orange_01.jpg
471,カンフォート・マンハッタン,ウイスキーとスイートベルモットを使って作る、「マンハッタン」のカクテルをサザンカンフォートでアレンジしたもの。シナモンやピーチのフレーバーで、甘くフルーティで上品な味わい。,度数 約 20 %,1,1,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_comfort_manhattan_01.jpg
472,ボール・パーク,神戸で生まれたカクテル。サザンカンフォートの風味が前面に出ており、すっきりとした独特の風味がある。ウイスキーに抵抗のある人でも気軽に楽しめる。,,0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_ball_park_01.jpg
473,ソコ・クランベリー,サザンカンフォートの風味でクランベリーの酸味が抑えられ、フルーティな味わい。,,0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_soco_cranberry_01.jpg
474,パッソア・オレンジ,甘くフルーティで、軽やかな飲み心地。,度数 弱い (8度以下),0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_passoa_orange_01.jpg
475,オーガスタ・セブン,酸味が効いたトロピカルな味わい。漫画「レモンハート」にも出てきた大阪のバー、Augustaの品野氏創作。名前は品野氏通算7番目の創作カクテルという意味。,度数 約 5.6 %,0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_augusta_7_01.jpg
476,パッソア・レディキラー,フレッシュでフルーティな味わい。,度数 弱い (8度以下),0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_passoa_lady_killer_01.jpg
477,パッソア・パイン,トロピカルフルーツ同士の組み合わせで、南国気分が味わえる甘口のフルーティさ。マジ旨い。,度数 弱い (8度以下),0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_passoa_pineapple_01.jpg
478,パッション・サマー,トロピカルでフルーティな味わい。,度数 弱い (8度以下),0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_passion_summer_01.jpg
479,アミーズ・リスキー・パッション,トロピカルな味わいで、気軽にスイスイ飲める。,度数 弱い (8度以下),0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_amys_risky_passion_01.jpg
480,パッソアモーニ,スプモーニのバリエーション。甘くフルーティな味。トロピカルな感じを漂わせながら、さっぱりとしてとても飲みやすい。パッソアをパッシモに変えるとパッシモーニ。,度数 弱い (8度以下),4,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_passimoni_01.jpg
481,パッソア・サングリア,スペインのイビザ島をイメージしたカクテル。甘くてフルーティな味わい。リゾート気分に浸れる。齋藤久平氏の創作。,度数 弱い (8度以下),5,1,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_passoa_sangria_01.jpg
482,ピンク・パッション,甘くフルーティで、フレッシュな風味にあふれる一杯。,,4,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_pink_passion_01.jpg
483,パッソア・グレープフルーツ,鮮やかパッションフルーツリキュールとさっぱりグレープフルーツのパーフェクトコンビネーション。フルーティーで飲みやすいカクテル。,度数 弱い (8度以下),0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_passoa_grapefruit_01.jpg
484,パッション・ブリーズ,シー・ブリーズの亜種。トロピカルな味わいで、さっぱりとして飲みやすい。,,2,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_passion_breeze_01.jpg
485,パッション・ストローク,パッソアと相性抜群のライムを使ったショートカクテルで、爽やかな飲み心地。,,1,1,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_passion_stroke_01.jpg
486,パッソア・コーラ,甘口でフルーティ。揚げ物などのジャンキーな食べ物との相性は最高。,度数 弱い (8度以下),4,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_passoa_cola_01.jpg
487,パッソア・ジンジャー,ジンジャーエールの甘口で作るとさっぱり、ジンジャーエールの辛口で作ると刺激的な味わい。パンチのある味わい。,度数 弱い (8度以下),4,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_passoa_ginger_01.jpg
488,プロポーズ,香りが優雅で、フルーティさもあり、甘口な味わい。甘口のデザートカクテル。鈴木克昌氏創作。,度数 約 12 %,1,1,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_propose_01.jpg
489,ドュロン,とてもフルーティな味わいで飲みやすい。毛利隆雄氏の創作。,,1,1,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_duron_01.jpg
490,パッション・ドライバー,とてもトロピカルでフルーティな味わい。ジュースのようで飲みやすい。,度数 弱い (8度以下),0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_passion_driver_01.jpg
491,サマー・ドリーム,ライムの風味とパッソアの相性が良く、フルーティーな味わい。,度数 弱い (8度以下),4,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_summer_dream_01.jpg
492,パッソア・アップル,色合いもよく、柔らかな甘さでまろやかな口当たりで、トロピカルな気分を醸し出すカクテル。,度数 弱い (8度以下),0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_passoa_apple_01.jpg
493,パッソア・アセロラ,レモンたっぷりの酸味と塩味がアクセント。フルーティで甘酸っぱい味わい。齋藤久平(Kyuhei Saito)氏の創作。,度数 弱い (8度以下),2,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_passoa_acerola_01.jpg
494,パッソア・トニック,ほろ苦い大人の味わい。,度数 弱い (8度以下),4,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_passoa_tonic_01.jpg
495,ムーラン・ルージュ,フランス語で「赤い風車」という意味。名前の由来は、有名なパリにある同名のキャバレーから取ったとも言われている。ほんのり甘酸っぱくて、まろやかな味わい。さわやかな香りも良く、見た目も綺麗な赤で、まとまりの良いカクテル。,度数 約 20 %,1,1,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_moulin_rouge_01_01.jpg
496,ミリオネーア,名前は百万ドルの大富豪(億万長者)という意味。甘みと酸味が絶妙なバランスで混ざりあった、フルーティーで香り高い贅沢な味わいで、とても飲みやすい。,度数 約 19 %,1,1,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_millionaire_01.jpg
497,ピンポン,濃厚な甘口の食後酒。,度数 強い (25度以上),3,1,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_pingpong_01.jpg
498,チャーリー・チャップリン,西洋すももと杏子のお酒にレモンが合わさり、甘すぎずにさっぱりとした口当たりで、酸味がたっぷりな味わい。,度数 約 19 %,2,1,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_charlie_chaplin_01.jpg
499,スロージン・カクテル,スロージンの甘酸っぱいフルーティさにベルモットの香りが加わって飲みやすい。,度数 約 21 %,1,2,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_sloe_gin_cocktail_01.jpg
500,スローベリー・カクテル,スローベリー(西洋すもも)の風味をダイレクトに感じることができる。,度数 強い (25度以上),1,1,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_sloeberry_cocktail_01.jpg
501,スロージン・サワー,7月の誕生石カクテル。誕生石はルビー。悪魔を払うと言われる赤。甘酸っぱさが加わって爽やかな味わい。,度数 約 14 %,1,1,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_sloe_gin_sour_01.jpg
502,スロージン・フィズ,爽快な酸味を楽しめる。1月の誕生石ガーネットに色が似ていることから、1月の誕生カクテルとも言われる。,度数 普通 (9度〜24度),4,3,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_sloe_gin_fizz_01.jpg?v=2
503,スロー・テキーラ,テキーラにスロージンの甘酸っぱさが相性抜群なカクテル。テキーラの独特な味わいをスロージンの甘酸っぱさが絶妙に調整してくれ、テキーラ特有の癖がまろやかになって飲みやすい。テキーラベースの中でも人気なカクテル。,度数 約 27 %,2,1,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_sloe_tequila_01.jpg
504,グラスホッパー,名前はバッタの意味で、カクテルの色合いから名付けられたもの。生クリームのまろやかさが、ほどよくミックスされており、ペパーミントのさわやかさとカカオの香ばしさが、調和された香りのよいカクテル。甘口で食後のデザート代わりにも最適。チョコミント好きにはたまらない味。,度数 約 16 %,1,1,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_grasshopper_01.jpg
505,ミント&ホワイトソーダ,爽やかな味わい。,度数 約 6 %,4,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_mint_white_soda_01.jpg
506,アルパイン・スプライト,ミント風味にスプライトのレモンとライムが合わさった味。,度数 約 3.4 %,4,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_alpine_sprite_01.jpg
507,ポート・アンド・スターボード,色合いを、赤いランプがつけられている船の左舷(ポート)と緑のランプがつけられている右舷(スターボード)に見立てた、色鮮やかなカクテル。まろやかな甘さで、すっきりとした飲みやすいテイスト。,度数 約 10 %,13,5,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_port_and_starboard_01.jpg
508,メキシカン・フラッグ,3層に重なった色合いが、まるでメキシコの旗のよう。甘い口当たりで、ミントの爽やかさが口の中いっぱいに広がる味わい。,度数 普通 (9度〜24度),13,5,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_mexican_flag_01.jpg
509,メキシカン・フラッグ,3層に重なった色合いが、まるでメキシコの旗のよう。甘い口当たりで、ミントの爽やかさとベイリーズの甘みが口の中いっぱいに広がる味わい。,度数 約 11 %,13,5,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_mexican_flag_02-01.jpg
510,アイリッシュ・フラッグ・シューター,三層がアイルランド国旗の色合い。爽やかなミントにオレンジキュラソーとベイリーズの甘みが合わさったシュータースタイルのカクテル。,,10,5,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_irish_flag_shooter_01.jpg
511,サンタ・クリスマス・ショット,三層の色合いがクリスマスで、見て楽しめる。ミントの風味が強くて甘い、シュータースタイルのカクテル。,,10,5,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_santa_christmas_shot_01.jpg
512,デビル,綺麗な緑色で、ミントの爽やかな香りと甘み。スタンダードカクテルの「スティンガー」のホワイトミントリキュールをグリーンミントリキュールに替えたカクテル。,度数 約 27 %,1,1,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_devil_01.jpg
513,ティー・ミルク,ロイヤルミルクティーのような深い味わい。,度数 弱い (8度以下),0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_tea_milk_01.jpg
514,ホット・ティー・ミルク,甘くミルキーな味わい。,度数 弱い (8度以下),7,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_hot_tea_milk_01.jpg
515,ダージリン・クーラー,甘さも控えめで上品で爽やかな風味。味わいはレモンティーのようにサッパリで、爽やかな口当たり。ドイツのアントン・リーマーシュミット社が考えたカクテル。,度数 弱い (8度以下),4,3,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_darjeeling_cooler_01.jpg
516,ティフィン・ロイヤルミルク,生クリームを使うことで濃厚なミルクティーのような味わいになり、そこにブランデーのコクが加わって、ラグジュアリーなミルクティーを感じさせるカクテル。,度数 普通 (9度〜24度),1,1,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_tiffin_royal_milk_01.jpg
517,ティー・グレープフルーツ,紅茶の風味が微かに感じられてフルーティな味わい。,度数 弱い (8度以下),0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_tea_grapefruit_01.jpg
518,ティー・アップル,甘口のアップルティーのような味わい。アルコールを感じさせない飲み心地。,度数 弱い (8度以下),0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_tea_apple_01.jpg
519,ティー・ソーダ,紅茶の濃厚な香りを清涼感のある炭酸で割った爽やかなカクテル。さっぱりとした甘みで、とても飲みやすい。,度数 弱い (8度以下),4,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_tea_soda_01.jpg
520,ティー豆乳,紅茶リキュールの甘みと豆乳のミルキーさを感じる味わい。,度数 弱い (8度以下),0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_tea_soy_milk_01.jpg
521,ティー・スプモーニ,「スプモーニ」のカンパリを紅茶リキュールに換えたカクテル。すっきりとした甘口で飲みやすい。,,4,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_tea_spumoni_01.jpg
522,ティー・アイランド・アイスティー,紅茶リキュールの香りが漂い、程良い酸味に紅茶リキュールとコーラの甘みで飲みやすい。,,4,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_tea_island_iced_tea_01.jpg
523,ベイリーズ・ミルク,とてもクリーミーで甘くて飲みやすい。,度数 弱い (8度以下),2,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_baileys_milk_01.jpg?v=2
524,ベイリーズ・オン・ザ・ロック,ベイリーズそのままの美味しさを楽しめる。氷が少し溶けるぐらいが飲み頃。とても甘口でクリーミーな味わい。,度数 約 17 %,2,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_baileys_on_the_rock_01.jpg
525,ドルチェ・アンド・バナーナ,ドルチェとは、イタリア語で「甘い」「デザート」という意味。チョコバナナのような風味で、甘くフルーティな味わい。,度数 約 26 %,3,4,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_dolce_banana_01.jpg
526,アフター・エイト,甘いチョコレートミントカクテル。ミントの切れ味が素晴らしい。,度数 約 20 %,1,1,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_after_eight_01.jpg?v=2
527,ベイリーズ・アイスティー,香り立つ紅茶にクリームのまろやかさが加わり、甘くリッチな味わい。,度数 弱い (8度以下),2,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_baileys_Iced_tea_01.jpg
528,ビー・フィフティーツー,名前はアメリカのボーイング社が開発した爆撃機の名前「B-52」が由来。比重の重いお酒から順番に重ねるプースカフェスタイルのカクテル。シェイクするして仕上げる作り方もある。香りが良く、甘くて飲みやすい味わい。国によっては、最後のグランマルニエに火を点けた状態で提供され、長いストローで素早く飲む。ストローをゆっくり入れてしまうと火で溶けてしまうため。最後に注ぐグランマルニエはベイリーズと混ざりやすいので注意。,度数 約 30 %,10,5,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_b-52_01.jpg
529,アフター・ファイブ・シューター,名前は、午後5時以降で仕事が終わったあとの時間、という意味。三層の綺麗な見た目で甘いシュータースタイルのカクテル。,度数 約 19 %,10,5,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_after_five_shooter_01.jpg?v=2
530,ベイリーズ豆乳,とてもクリーミーで甘くて飲みやすい。,,0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_baileys_soy_milk_01.jpg
531,ホット・ベイリーズ豆乳,ホットで飲むとクリーミーさ甘さが際立つ。,,7,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_hot_baileys_soy_milk_01.jpg
532,バイオレット・フィズ,パルフェタムールの定番ロングカクテル。レモンの風味がきいたさわやかな口当たりで、甘さっぱりとした味わい。美しいスミレの色合いと香りが楽しめる。,度数 弱い (8度以下),4,3,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_violet_fizz_01.jpg
533,ダブル・パーフェクト,オレンジの風味と甘みを感じ、さっぱりとした味わい。,度数 普通 (9度〜24度),8,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_double_perfect_01.jpg
534,夢一夜,カクテル自体の賞味期限は15分程度と短い。甘酸っぱい味わい。,度数 約 18 %,1,1,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_yumehitoyo_02_01.jpg
535,マリー・アムール,マリーブリザールのパルフェタムールを使った公式カクテル。優しくて甘い味。,度数 普通 (9度〜24度),14,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_marie_amour_01.jpg
536,エンジェルズ・デライト,名前は「天使の喜び」の意味。美しいプース・カフェ・スタイルで、目を楽しませてくれる美しいカクテル。それぞれの材料が混ざり合っていく過程を楽しみながら味わえる。甘く、まろやかな口当たりで、デザートにぴったり。,度数 約 17 %,13,5,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_angels_delight_01.jpg
537,アズール,名前はフランス語で青という意味。パルフェタムールの香りと甘さを味わうことができる。,度数 約 31 %,1,1,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_azur_01.jpg
538,ジュテーム,名前はフランス語の je t'aime（愛してる）とjus（ジュース）をかけ合わせたもの。果実のみずみずしい甘み。控えめな甘さで上品な味わい。,度数 約 17 %,14,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_je_taime_01.jpg
539,エイジアン・ウェイ,名前は「アジアの道」という意味。バイオレット・リキュールの甘みや風味をダイレクトに感じることができ、アジアンテイストな妖艶な雰囲気を醸し出す。,度数 約 30 %,5,2,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_asian_way_01.jpg
540,ミスティア・オン・ザ・ロック,ミスティアのみずみずい味わいと爽やかな酸味がそのまま楽しめる、定番の飲み方。,度数 約 15 %,2,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_mistia_on_the_rock_01.jpg
541,ミスティア・ロワイヤル,ミスティアとシャンパンの華やかな香りが合わさったカクテル。,度数 普通 (9度〜24度),8,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_mistia_royal_01.jpg
542,ミスティア・オレンジ,マスカットとオレンジが合わさり、フルーティな味わい。,度数 弱い (8度以下),0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_mistia_orange_01.jpg
543,ミスティア・サンライズ,テキーラ・サンライズのベースをミスティアにしたカクテル。アルコール度数が低く、フルーティーで飲みやすい。,度数 弱い (8度以下),0,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_mistia_sunrise_01.jpg
544,ミスティア・コーラ,フルーティなマスカットの香りのコーラ。甘くフルーティでジュースのように飲みやすい。,度数 弱い (8度以下),4,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_mistia_cola_01.jpg
545,ミスティア・グレープフルーツ,グレープフルーツの爽やかな酸味がマスカットと良く合う。ジュースのように飲みやすいカクテル。,度数 弱い (8度以下),2,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_mistia_grapefruit_01.jpg
546,ミスティア・ストリーム,ガルフストリームのベースをミスティアにしたカクテル。フルーティーな香りが漂い、トロピカルな味わい。,,2,1,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_mistia_stream_01.jpg
547,ミスティア・スプモーニ,ミスティアで作るスプモーニタイプのレシピ。さっぱりとした喉越しでフルーティーな味わい。,度数 弱い (8度以下),4,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_mistia_spumoni_01.jpg
548,ミスティア・トニック,甘さと爽やかさが絶妙なバランスで、とても飲みやすい。,度数 弱い (8度以下),4,0,https://cocktaillog.com/ja/assets/images/cocktail-w120/cocktail_mistia_tonic_01.jpg
